grain_week,crop_year,week_ending_date,worksheet,metric,period,grain,grade,region,Ktonnes
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canaryseed,,Eastern Terminals,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canaryseed,,Western Container,0.1
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canaryseed,,Eastern Container,0.1
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canaryseed,,Export Destinations,0.2
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Canadian Domestic,0.1
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Process Elevators,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Pacific,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Churchill,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Thunder Bay,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Eastern Terminals,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Western Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Eastern Container,0.3
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Export Destinations,0.1
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Canadian Domestic,0.9
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Process Elevators,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Pacific,1.0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Churchill,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Thunder Bay,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Eastern Terminals,0.1
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Western Container,0.7
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Eastern Container,1.6
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Export Destinations,0.4
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Canadian Domestic,0.3
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Process Elevators,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Pacific,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Churchill,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Thunder Bay,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Eastern Terminals,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Western Container,0.1
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Eastern Container,0.2
1,2023-2024,06/08/2023,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Export Destinations,0.1
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Canadian Domestic,6.8
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Process Elevators,1.6
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Pacific,58.2
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Churchill,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Thunder Bay,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Eastern Terminals,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Western Container,0.3
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Eastern Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Export Destinations,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Canadian Domestic,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Process Elevators,0.4
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Pacific,0.7
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Churchill,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Thunder Bay,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Eastern Terminals,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Western Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Eastern Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Export Destinations,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Canadian Domestic,0.9
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Process Elevators,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Pacific,17.2
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Churchill,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Thunder Bay,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Eastern Terminals,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Western Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Eastern Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Export Destinations,2.6
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Canadian Domestic,4.3
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Process Elevators,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Pacific,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Churchill,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Thunder Bay,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Eastern Terminals,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Western Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Eastern Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Export Destinations,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Canadian Domestic,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Process Elevators,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Pacific,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Churchill,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Thunder Bay,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Eastern Terminals,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Western Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Eastern Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Export Destinations,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Canadian Domestic,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Process Elevators,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Pacific,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Churchill,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Thunder Bay,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Eastern Terminals,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Western Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Eastern Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Export Destinations,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Canadian Domestic,5.8
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Process Elevators,9.7
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Pacific,34.3
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Churchill,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Thunder Bay,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Eastern Terminals,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Western Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Eastern Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Export Destinations,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Canadian Domestic,0.1
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Process Elevators,0.2
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Pacific,0.1
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Churchill,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Thunder Bay,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Eastern Terminals,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Western Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Eastern Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Export Destinations,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Corn,,Canadian Domestic,3.1
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Corn,,Process Elevators,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Corn,,Pacific,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Corn,,Churchill,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Corn,,Thunder Bay,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Corn,,Eastern Terminals,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Corn,,Western Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Corn,,Eastern Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Corn,,Export Destinations,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Mustard Seed,,Canadian Domestic,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Mustard Seed,,Process Elevators,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Mustard Seed,,Pacific,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Mustard Seed,,Churchill,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Mustard Seed,,Thunder Bay,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Mustard Seed,,Eastern Terminals,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Mustard Seed,,Western Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Mustard Seed,,Eastern Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Mustard Seed,,Export Destinations,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Lentils,,Canadian Domestic,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Lentils,,Process Elevators,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Lentils,,Pacific,2.0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Lentils,,Churchill,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Lentils,,Thunder Bay,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Lentils,,Eastern Terminals,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Lentils,,Western Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Lentils,,Eastern Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Lentils,,Export Destinations,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Wheat,,Canadian Domestic,6.5
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Wheat,,Process Elevators,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Wheat,,Pacific,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Wheat,,Churchill,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Wheat,,Thunder Bay,41.6
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Wheat,,Eastern Terminals,2.3
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Wheat,,Western Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Wheat,,Eastern Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Wheat,,Export Destinations,0.4
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Amber Durum,,Canadian Domestic,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Amber Durum,,Process Elevators,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Amber Durum,,Pacific,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Amber Durum,,Churchill,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Amber Durum,,Thunder Bay,1.0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Amber Durum,,Eastern Terminals,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Amber Durum,,Western Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Amber Durum,,Eastern Container,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Amber Durum,,Export Destinations,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Oats,,Canadian Domestic,0.3
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Oats,,Process Elevators,1.9
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Oats,,Pacific,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Oats,,Churchill,0
1,2023-2024,06/08/2023,Primary Shipment Distribution,Mb-Shipment Distribution,Crop Year,Oats,,Thunder Bay,4.0
